accident_id,city,state,latitude,longitude,date,time,hour,day_of_week,is_weekend,road_type,lanes,traffic_signal,weather,visibility,temperature,traffic_density,cause,accident_severity,vehicles_involved,casualties,is_peak_hour,festival,risk_score,severity_index,risk_quartile
13987,Pune,Maharashtra,18.489101,73.888794,2023-12-12,21:00,21,Tuesday,Weekday,urban,1,1,fog,low,23,medium,distraction,minor,3,3,Non Peak Hour,No Festival,0.45,9,Q2
13988,Pune,Maharashtra,18.480665,73.84322,2024-12-01,17:00,17,Sunday,Weekend,rural,6,1,rain,low,35,high,drunk driving,minor,4,2,Peak Hour,No Festival,0.8,8,Q4
13989,Hyderabad,Telangana,17.22175,78.25113,2025-01-03,3:00,3,Friday,Weekday,rural,4,0,clear,high,38,high,distraction,minor,5,5,Non Peak Hour,No Festival,0.3,25,Q2
13990,Kolkata,West Bengal,22.566217,88.2158,2022-08-27,23:00,23,Saturday,Weekend,urban,5,1,fog,low,26,medium,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
13991,Mumbai,Maharashtra,19.231665,72.99854,2024-08-07,5:00,5,Wednesday,Weekday,rural,5,1,rain,low,25,medium,poor road,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
13992,Kolkata,West Bengal,22.619722,88.24392,2023-09-02,9:00,9,Saturday,Weekend,highway,6,0,fog,low,35,medium,overspeeding,minor,4,3,Peak Hour,No Festival,0.6,12,Q3
13993,Chennai,Tamil Nadu,13.120345,80.23114,2025-01-27,15:00,15,Monday,Weekday,highway,3,0,fog,low,21,high,overspeeding,major,1,0,Non Peak Hour,No Festival,0.65,0,Q4
13994,Hyderabad,Telangana,17.27679,78.287796,2024-07-05,5:00,5,Friday,Weekday,urban,4,1,clear,high,33,medium,poor road,minor,4,3,Non Peak Hour,No Festival,0.1,12,Q1
13995,Delhi,Delhi,28.786081,76.867424,2022-11-08,13:00,13,Tuesday,Weekday,highway,6,1,fog,low,36,high,drunk driving,minor,5,5,Non Peak Hour,No Festival,0.65,25,Q4
13996,Bangalore,Karnataka,13.123902,77.48341,2023-11-03,13:00,13,Friday,Weekday,rural,3,0,clear,high,38,low,drunk driving,minor,4,3,Non Peak Hour,No Festival,0.1,12,Q1
13997,Hyderabad,Telangana,17.46554,78.26656,2023-01-22,22:00,22,Sunday,Weekend,highway,6,0,rain,medium,30,high,overspeeding,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
13998,Mumbai,Maharashtra,18.937231,72.99517,2023-02-18,21:00,21,Saturday,Weekend,rural,2,1,clear,high,20,high,weather,fatal,2,2,Non Peak Hour,No Festival,0.5,4,Q3
13999,Bangalore,Karnataka,12.823497,77.401825,2025-01-18,4:00,4,Saturday,Weekend,rural,6,1,clear,high,22,low,poor road,minor,2,2,Non Peak Hour,No Festival,0.1,4,Q1
14000,Hyderabad,Telangana,17.362082,78.412994,2022-10-06,23:00,23,Thursday,Weekday,urban,3,1,rain,medium,30,medium,weather,minor,4,1,Non Peak Hour,No Festival,0.25,4,Q1
14001,Hyderabad,Telangana,17.329329,78.21052,2023-09-25,7:00,7,Monday,Weekday,highway,2,1,clear,high,25,high,weather,major,4,3,Non Peak Hour,No Festival,0.3,12,Q2
14002,Delhi,Delhi,28.522121,77.03506,2023-06-04,20:00,20,Sunday,Weekend,rural,6,0,clear,high,25,low,distraction,minor,4,2,Non Peak Hour,No Festival,0.1,8,Q1
14003,Kolkata,West Bengal,22.69585,88.39524,2022-10-22,0:00,0,Saturday,Weekend,rural,6,1,clear,high,23,low,weather,major,1,1,Non Peak Hour,No Festival,0.1,1,Q1
14004,Pune,Maharashtra,18.607315,73.95104,2022-04-05,5:00,5,Tuesday,Weekday,highway,2,0,fog,low,19,high,overspeeding,minor,4,2,Non Peak Hour,No Festival,0.65,8,Q4
14005,Mumbai,Maharashtra,19.10578,72.895386,2023-10-20,3:00,3,Friday,Weekday,rural,2,0,fog,low,19,low,weather,major,4,0,Non Peak Hour,No Festival,0.45,0,Q2
14006,Mumbai,Maharashtra,19.235807,72.83961,2023-05-03,14:00,14,Wednesday,Weekday,urban,3,0,fog,low,28,medium,weather,major,5,3,Non Peak Hour,No Festival,0.45,15,Q2
14007,Chandigarh,Punjab,30.74072,76.87428,2024-12-22,6:00,6,Sunday,Weekend,urban,4,0,rain,low,38,low,poor road,major,3,0,Non Peak Hour,No Festival,0.45,0,Q2
14008,Pune,Maharashtra,18.507835,73.85426,2022-04-24,10:00,10,Sunday,Weekend,urban,4,1,clear,high,32,high,poor road,minor,2,1,Peak Hour,No Festival,0.45,2,Q2
14009,Hyderabad,Telangana,17.504543,78.57186,2023-08-21,0:00,0,Monday,Weekday,highway,4,0,fog,low,25,low,distraction,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
14010,Chennai,Tamil Nadu,13.125651,80.23128,2023-07-21,6:00,6,Friday,Weekday,rural,1,0,rain,medium,26,medium,distraction,fatal,3,3,Non Peak Hour,No Festival,0.45,9,Q2
14011,Delhi,Delhi,28.462109,76.98186,2022-03-03,9:00,9,Thursday,Weekday,rural,3,0,rain,medium,19,medium,drunk driving,major,4,1,Peak Hour,No Festival,0.4,4,Q2
14012,Bangalore,Karnataka,12.908066,77.66743,2022-01-29,11:00,11,Saturday,Weekend,urban,3,1,fog,low,20,low,drunk driving,major,1,0,Non Peak Hour,No Festival,0.45,0,Q2
14013,Mumbai,Maharashtra,18.870527,72.76351,2023-10-11,23:00,23,Wednesday,Weekday,highway,1,0,clear,high,37,high,drunk driving,minor,5,4,Non Peak Hour,No Festival,0.3,20,Q2
14014,Kolkata,West Bengal,22.588554,88.33196,2024-04-20,10:00,10,Saturday,Weekend,rural,2,1,fog,low,37,high,drunk driving,minor,5,0,Peak Hour,No Festival,0.8,0,Q4
14015,Kolkata,West Bengal,22.430126,88.359085,2022-02-15,2:00,2,Tuesday,Weekday,urban,1,0,fog,low,26,low,weather,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
14016,Pune,Maharashtra,18.497005,73.83418,2022-05-12,10:00,10,Thursday,Weekday,highway,5,1,rain,medium,28,medium,drunk driving,minor,1,0,Peak Hour,No Festival,0.4,0,Q2
14017,Pune,Maharashtra,18.562775,73.91577,2022-09-04,1:00,1,Sunday,Weekend,urban,5,0,clear,high,16,medium,overspeeding,major,4,3,Non Peak Hour,No Festival,0.1,12,Q1
14018,Mumbai,Maharashtra,18.822618,72.834404,2022-08-09,0:00,0,Tuesday,Weekday,highway,3,0,rain,medium,38,low,drunk driving,major,4,0,Non Peak Hour,No Festival,0.25,0,Q1
14019,Mumbai,Maharashtra,19.273735,72.746826,2022-10-01,19:00,19,Saturday,Weekend,highway,1,0,rain,low,15,medium,drunk driving,fatal,4,4,Peak Hour,No Festival,0.8,16,Q4
14020,Mumbai,Maharashtra,18.837482,72.97868,2024-02-08,9:00,9,Thursday,Weekday,urban,1,0,rain,low,15,medium,weather,minor,5,3,Peak Hour,No Festival,0.6,15,Q3
14021,Delhi,Delhi,28.889915,77.2598,2025-01-14,16:00,16,Tuesday,Weekday,urban,5,0,fog,low,33,medium,distraction,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
14022,Hyderabad,Telangana,17.202042,78.20187,2024-08-05,21:00,21,Monday,Weekday,rural,1,1,rain,medium,32,medium,poor road,minor,5,4,Non Peak Hour,No Festival,0.25,20,Q1
14023,Hyderabad,Telangana,17.366096,78.5611,2022-12-04,1:00,1,Sunday,Weekend,urban,1,0,rain,medium,37,low,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.25,4,Q1
14024,Chennai,Tamil Nadu,12.988778,80.24865,2023-06-02,2:00,2,Friday,Weekday,rural,6,0,rain,medium,15,high,drunk driving,minor,2,2,Non Peak Hour,No Festival,0.45,4,Q2
14025,Hyderabad,Telangana,17.534407,78.270004,2025-02-07,18:00,18,Friday,Weekday,highway,4,1,fog,low,18,medium,distraction,major,5,3,Peak Hour,No Festival,0.6,15,Q3
14026,Kolkata,West Bengal,22.602852,88.39335,2023-12-06,1:00,1,Wednesday,Weekday,highway,2,1,fog,low,15,low,distraction,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
14027,Bangalore,Karnataka,12.992505,77.43251,2022-02-08,7:00,7,Tuesday,Weekday,highway,3,1,fog,low,30,medium,weather,minor,3,1,Non Peak Hour,No Festival,0.45,3,Q2
14028,Hyderabad,Telangana,17.539454,78.41359,2024-03-14,14:00,14,Thursday,Weekday,highway,2,0,fog,low,30,high,drunk driving,major,2,0,Non Peak Hour,No Festival,0.65,0,Q4
14029,Hyderabad,Telangana,17.3709,78.376274,2022-04-17,20:00,20,Sunday,Weekend,rural,1,0,fog,low,34,high,weather,minor,4,3,Non Peak Hour,No Festival,0.65,12,Q4
14030,Bangalore,Karnataka,13.147355,77.42695,2024-08-11,1:00,1,Sunday,Weekend,urban,1,1,fog,low,27,medium,poor road,fatal,4,4,Non Peak Hour,No Festival,0.65,16,Q4
14031,Mumbai,Maharashtra,19.159077,72.86034,2022-06-15,1:00,1,Wednesday,Weekday,urban,4,0,rain,medium,19,low,distraction,major,2,0,Non Peak Hour,No Festival,0.25,0,Q1
14032,Hyderabad,Telangana,17.298433,78.541794,2022-03-03,0:00,0,Thursday,Weekday,highway,3,0,rain,low,24,high,drunk driving,major,3,2,Non Peak Hour,No Festival,0.65,6,Q4
14033,Kolkata,West Bengal,22.444439,88.45962,2024-10-05,21:00,21,Saturday,Weekend,urban,6,1,clear,high,21,high,poor road,minor,1,1,Non Peak Hour,No Festival,0.3,1,Q2
14034,Mumbai,Maharashtra,19.105879,72.994484,2022-09-08,20:00,20,Thursday,Weekday,urban,4,1,clear,high,28,medium,poor road,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
14035,Mumbai,Maharashtra,18.875816,72.83425,2023-05-30,8:00,8,Tuesday,Weekday,highway,3,1,clear,high,33,low,distraction,minor,5,5,Peak Hour,No Festival,0.25,25,Q1
14036,Bangalore,Karnataka,13.129144,77.47255,2023-02-17,4:00,4,Friday,Weekday,rural,1,1,clear,high,26,low,overspeeding,minor,1,0,Non Peak Hour,No Festival,0.1,0,Q1
14037,Delhi,Delhi,28.603313,76.83617,2025-03-20,3:00,3,Thursday,Weekday,rural,6,1,fog,low,27,medium,distraction,major,3,1,Non Peak Hour,No Festival,0.45,3,Q2
14038,Chandigarh,Punjab,30.786137,76.82671,2023-05-03,13:00,13,Wednesday,Weekday,rural,1,1,rain,low,16,medium,drunk driving,minor,4,3,Non Peak Hour,No Festival,0.45,12,Q2
14039,Chandigarh,Punjab,30.717949,76.76547,2024-04-29,18:00,18,Monday,Weekday,urban,4,1,rain,low,25,high,poor road,minor,5,4,Peak Hour,No Festival,0.8,20,Q4
14040,Chandigarh,Punjab,30.716944,76.808914,2025-02-25,20:00,20,Tuesday,Weekday,urban,4,1,clear,high,31,low,poor road,major,1,1,Non Peak Hour,No Festival,0.1,1,Q1
14041,Hyderabad,Telangana,17.304785,78.28884,2023-06-18,12:00,12,Sunday,Weekend,rural,1,1,fog,low,30,high,drunk driving,minor,5,2,Non Peak Hour,No Festival,0.65,10,Q4
14042,Delhi,Delhi,28.494263,77.28835,2024-01-19,1:00,1,Friday,Weekday,urban,2,0,fog,low,28,low,distraction,minor,5,3,Non Peak Hour,No Festival,0.45,15,Q2
14043,Bangalore,Karnataka,13.169654,77.4151,2024-05-10,20:00,20,Friday,Weekday,rural,1,0,clear,high,35,low,drunk driving,fatal,2,2,Non Peak Hour,No Festival,0.3,4,Q2
14044,Bangalore,Karnataka,13.03487,77.7631,2023-01-06,0:00,0,Friday,Weekday,urban,4,1,rain,low,33,low,overspeeding,major,2,1,Non Peak Hour,No Festival,0.45,2,Q2
14045,Pune,Maharashtra,18.652555,73.96592,2023-01-27,12:00,12,Friday,Weekday,highway,2,1,clear,high,18,high,overspeeding,minor,1,0,Non Peak Hour,No Festival,0.3,0,Q2
14046,Kolkata,West Bengal,22.408724,88.243286,2024-08-24,21:00,21,Saturday,Weekend,rural,3,0,fog,low,15,high,distraction,minor,2,1,Non Peak Hour,No Festival,0.65,2,Q4
14047,Mumbai,Maharashtra,18.978716,72.8367,2024-07-29,20:00,20,Monday,Weekday,urban,4,1,clear,high,38,medium,poor road,minor,2,0,Non Peak Hour,No Festival,0.1,0,Q1
14048,Delhi,Delhi,28.862162,77.17206,2023-09-08,9:00,9,Friday,Weekday,urban,5,1,clear,high,16,high,overspeeding,minor,2,2,Peak Hour,No Festival,0.45,4,Q2
14049,Chandigarh,Punjab,30.610842,76.701515,2023-07-09,10:00,10,Sunday,Weekend,urban,1,1,clear,high,30,high,overspeeding,fatal,3,3,Peak Hour,No Festival,0.65,9,Q4
14050,Kolkata,West Bengal,22.483658,88.39182,2023-05-09,8:00,8,Tuesday,Weekday,highway,4,1,rain,medium,21,high,weather,minor,1,0,Peak Hour,No Festival,0.6,0,Q3
14051,Chennai,Tamil Nadu,13.008398,80.13598,2025-02-08,10:00,10,Saturday,Weekend,highway,5,0,clear,high,35,medium,weather,fatal,2,2,Peak Hour,No Festival,0.45,4,Q2
14052,Chandigarh,Punjab,30.681864,76.777885,2024-09-05,8:00,8,Thursday,Weekday,rural,5,1,fog,low,37,high,poor road,minor,4,1,Peak Hour,No Festival,0.8,4,Q4
14053,Kolkata,West Bengal,22.689812,88.281654,2022-12-30,8:00,8,Friday,Weekday,rural,5,1,fog,low,20,high,weather,major,2,2,Peak Hour,No Festival,0.8,4,Q4
14054,Mumbai,Maharashtra,19.203022,72.91657,2022-05-08,13:00,13,Sunday,Weekend,urban,3,0,rain,low,15,low,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.45,1,Q2
14055,Delhi,Delhi,28.511055,76.95996,2024-10-22,19:00,19,Tuesday,Weekday,rural,3,0,rain,medium,30,high,overspeeding,major,5,2,Peak Hour,No Festival,0.6,10,Q3
14056,Kolkata,West Bengal,22.597446,88.36956,2022-08-05,0:00,0,Friday,Weekday,rural,2,0,rain,medium,40,low,overspeeding,minor,3,1,Non Peak Hour,No Festival,0.25,3,Q1
14057,Bangalore,Karnataka,13.083366,77.72431,2024-11-01,17:00,17,Friday,Weekday,urban,2,1,rain,low,22,medium,poor road,minor,1,0,Peak Hour,Diwali,0.7,0,Q4
14058,Chandigarh,Punjab,30.635841,76.74776,2022-07-26,3:00,3,Tuesday,Weekday,rural,5,1,clear,high,26,medium,overspeeding,minor,1,1,Non Peak Hour,No Festival,0.1,1,Q1
14059,Hyderabad,Telangana,17.57363,78.36497,2025-02-09,7:00,7,Sunday,Weekend,rural,4,0,clear,high,24,low,distraction,fatal,4,4,Non Peak Hour,No Festival,0.3,16,Q2
14060,Chandigarh,Punjab,30.7945,76.842445,2023-06-09,18:00,18,Friday,Weekday,urban,2,0,rain,low,19,high,overspeeding,minor,5,1,Peak Hour,No Festival,0.8,5,Q4
14061,Kolkata,West Bengal,22.621336,88.37677,2024-06-28,10:00,10,Friday,Weekday,urban,3,0,rain,medium,24,medium,distraction,minor,4,2,Peak Hour,No Festival,0.4,8,Q2
14062,Chandigarh,Punjab,30.650475,76.72955,2023-10-24,21:00,21,Tuesday,Weekday,highway,3,0,clear,high,39,low,distraction,minor,3,1,Non Peak Hour,No Festival,0.1,3,Q1
14063,Bangalore,Karnataka,13.056578,77.52522,2024-06-09,4:00,4,Sunday,Weekend,urban,6,0,rain,low,25,low,poor road,minor,4,1,Non Peak Hour,No Festival,0.45,4,Q2
14064,Delhi,Delhi,28.502348,77.13224,2024-08-01,2:00,2,Thursday,Weekday,rural,3,0,fog,low,22,low,drunk driving,minor,3,1,Non Peak Hour,No Festival,0.45,3,Q2
14065,Chennai,Tamil Nadu,13.046071,80.19305,2023-06-02,13:00,13,Friday,Weekday,rural,3,0,clear,high,38,low,overspeeding,major,5,0,Non Peak Hour,No Festival,0.1,0,Q1
14066,Mumbai,Maharashtra,18.948898,72.78365,2024-04-24,23:00,23,Wednesday,Weekday,highway,5,1,fog,low,38,high,distraction,minor,3,1,Non Peak Hour,No Festival,0.65,3,Q4
14067,Bangalore,Karnataka,12.924475,77.57985,2025-03-13,16:00,16,Thursday,Weekday,rural,6,0,fog,low,31,high,distraction,major,5,0,Non Peak Hour,No Festival,0.65,0,Q4
14068,Pune,Maharashtra,18.408226,73.87082,2024-02-29,23:00,23,Thursday,Weekday,urban,5,1,fog,low,31,high,distraction,minor,5,4,Non Peak Hour,No Festival,0.65,20,Q4
14069,Delhi,Delhi,28.765427,77.25881,2022-03-20,19:00,19,Sunday,Weekend,rural,5,1,rain,low,30,high,poor road,fatal,1,1,Peak Hour,No Festival,1.0,1,Q4
14070,Pune,Maharashtra,18.43302,73.945885,2022-01-31,21:00,21,Monday,Weekday,urban,4,0,clear,high,15,high,poor road,major,2,0,Non Peak Hour,No Festival,0.3,0,Q2
14071,Mumbai,Maharashtra,19.099932,72.87258,2024-04-18,0:00,0,Thursday,Weekday,rural,2,1,fog,low,15,high,poor road,minor,4,0,Non Peak Hour,No Festival,0.65,0,Q4
14072,Kolkata,West Bengal,22.58906,88.2308,2022-01-30,2:00,2,Sunday,Weekend,urban,6,1,fog,low,36,medium,overspeeding,major,3,2,Non Peak Hour,No Festival,0.45,6,Q2
14073,Delhi,Delhi,28.799885,76.821045,2024-08-09,16:00,16,Friday,Weekday,highway,6,1,clear,high,34,high,overspeeding,major,1,1,Non Peak Hour,No Festival,0.3,1,Q2
14074,Mumbai,Maharashtra,19.152023,72.72493,2022-11-21,14:00,14,Monday,Weekday,highway,6,1,fog,low,38,medium,overspeeding,minor,2,0,Non Peak Hour,No Festival,0.45,0,Q2
14075,Chandigarh,Punjab,30.605782,76.7074,2024-10-18,8:00,8,Friday,Weekday,rural,6,0,rain,medium,37,medium,overspeeding,major,1,0,Peak Hour,No Festival,0.4,0,Q2
14076,Chennai,Tamil Nadu,13.025452,80.29879,2024-04-12,18:00,18,Friday,Weekday,highway,4,1,clear,high,20,medium,distraction,minor,5,2,Peak Hour,No Festival,0.25,10,Q1
14077,Kolkata,West Bengal,22.64306,88.25137,2023-01-29,21:00,21,Sunday,Weekend,highway,2,1,clear,high,31,low,drunk driving,fatal,1,1,Non Peak Hour,No Festival,0.3,1,Q2
14078,Pune,Maharashtra,18.655075,73.99183,2024-11-02,10:00,10,Saturday,Weekend,urban,4,1,rain,low,22,high,poor road,fatal,3,3,Peak Hour,No Festival,1.0,9,Q4
14079,Pune,Maharashtra,18.693068,73.933,2024-09-24,1:00,1,Tuesday,Weekday,rural,5,1,rain,low,15,low,distraction,fatal,1,1,Non Peak Hour,No Festival,0.65,1,Q4
14080,Hyderabad,Telangana,17.371725,78.29199,2022-04-03,10:00,10,Sunday,Weekend,rural,5,1,rain,low,29,medium,poor road,minor,3,0,Peak Hour,No Festival,0.6,0,Q3
14081,Hyderabad,Telangana,17.55545,78.554306,2023-07-29,2:00,2,Saturday,Weekend,highway,2,1,fog,low,30,low,weather,minor,4,1,Non Peak Hour,No Festival,0.45,4,Q2
14082,Chandigarh,Punjab,30.727844,76.8081,2024-09-23,4:00,4,Monday,Weekday,urban,4,1,clear,high,23,low,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.1,0,Q1
14083,Chennai,Tamil Nadu,12.914034,80.21461,2025-03-11,2:00,2,Tuesday,Weekday,urban,5,1,rain,low,24,low,overspeeding,major,1,1,Non Peak Hour,No Festival,0.45,1,Q2
14084,Hyderabad,Telangana,17.594927,78.36841,2025-02-17,0:00,0,Monday,Weekday,rural,6,0,clear,high,31,low,drunk driving,major,5,3,Non Peak Hour,No Festival,0.1,15,Q1
14085,Hyderabad,Telangana,17.254122,78.53845,2022-06-08,15:00,15,Wednesday,Weekday,highway,5,0,clear,high,24,low,distraction,minor,4,4,Non Peak Hour,No Festival,0.1,16,Q1
14086,Chandigarh,Punjab,30.730812,76.77517,2025-01-01,22:00,22,Wednesday,Weekday,urban,6,0,clear,high,19,low,distraction,minor,5,1,Non Peak Hour,No Festival,0.1,5,Q1
14087,Mumbai,Maharashtra,19.197672,72.87492,2024-10-13,19:00,19,Sunday,Weekend,urban,2,1,clear,high,22,medium,weather,fatal,4,4,Peak Hour,No Festival,0.45,16,Q2
14088,Bangalore,Karnataka,12.874701,77.42106,2022-01-30,1:00,1,Sunday,Weekend,highway,5,0,rain,low,29,medium,overspeeding,minor,4,0,Non Peak Hour,No Festival,0.45,0,Q2
14089,Kolkata,West Bengal,22.457804,88.421265,2022-04-01,22:00,22,Friday,Weekday,rural,3,0,fog,low,38,high,weather,major,3,0,Non Peak Hour,No Festival,0.65,0,Q4
14090,Mumbai,Maharashtra,18.84887,72.88844,2022-01-02,8:00,8,Sunday,Weekend,urban,5,0,clear,high,40,low,weather,minor,2,0,Peak Hour,No Festival,0.25,0,Q1
14091,Chennai,Tamil Nadu,12.851776,80.10612,2022-05-21,1:00,1,Saturday,Weekend,rural,2,0,rain,medium,20,low,poor road,major,5,4,Non Peak Hour,No Festival,0.25,20,Q1
14092,Mumbai,Maharashtra,18.972,72.84001,2024-04-23,18:00,18,Tuesday,Weekday,urban,5,1,clear,high,21,high,distraction,minor,1,0,Peak Hour,No Festival,0.45,0,Q2
14093,Kolkata,West Bengal,22.413252,88.43962,2022-10-04,13:00,13,Tuesday,Weekday,urban,3,1,rain,medium,18,low,drunk driving,minor,5,5,Non Peak Hour,No Festival,0.25,25,Q1
14094,Mumbai,Maharashtra,19.219688,72.71183,2023-11-04,21:00,21,Saturday,Weekend,highway,4,1,clear,high,22,medium,weather,major,3,1,Non Peak Hour,No Festival,0.1,3,Q1
14095,Chandigarh,Punjab,30.647121,76.75433,2022-08-09,22:00,22,Tuesday,Weekday,highway,4,1,fog,low,29,low,drunk driving,fatal,5,5,Non Peak Hour,No Festival,0.65,25,Q4
14096,Hyderabad,Telangana,17.481014,78.25159,2022-10-23,17:00,17,Sunday,Weekend,rural,4,0,rain,low,18,high,poor road,major,3,1,Peak Hour,No Festival,0.8,3,Q4
14097,Pune,Maharashtra,18.405746,73.84593,2023-04-29,12:00,12,Saturday,Weekend,highway,5,0,rain,low,17,high,overspeeding,minor,3,1,Non Peak Hour,No Festival,0.65,3,Q4
14098,Bangalore,Karnataka,12.911998,77.52395,2023-07-15,8:00,8,Saturday,Weekend,rural,4,1,clear,high,40,high,overspeeding,major,4,1,Peak Hour,No Festival,0.45,4,Q2
14099,Chennai,Tamil Nadu,13.046763,80.11623,2022-12-18,20:00,20,Sunday,Weekend,highway,6,0,fog,low,29,low,drunk driving,minor,1,0,Non Peak Hour,No Festival,0.45,0,Q2
14100,Mumbai,Maharashtra,18.825834,72.7123,2023-05-18,18:00,18,Thursday,Weekday,urban,5,1,rain,low,15,medium,weather,major,2,1,Peak Hour,No Festival,0.6,2,Q3
14101,Chandigarh,Punjab,30.790586,76.87597,2022-11-03,12:00,12,Thursday,Weekday,highway,5,0,clear,high,32,medium,distraction,minor,3,2,Non Peak Hour,No Festival,0.1,6,Q1
14102,Bangalore,Karnataka,12.802129,77.759895,2023-02-17,5:00,5,Friday,Weekday,rural,6,1,rain,low,22,medium,drunk driving,major,5,0,Non Peak Hour,No Festival,0.45,0,Q2
14103,Mumbai,Maharashtra,19.090685,72.71066,2022-08-11,21:00,21,Thursday,Weekday,rural,3,0,rain,medium,39,low,poor road,major,3,3,Non Peak Hour,No Festival,0.25,9,Q1
14104,Chandigarh,Punjab,30.715754,76.89964,2023-05-04,19:00,19,Thursday,Weekday,rural,6,0,fog,low,37,medium,poor road,major,4,0,Peak Hour,No Festival,0.6,0,Q3
14105,Kolkata,West Bengal,22.467155,88.39945,2023-03-24,11:00,11,Friday,Weekday,urban,4,0,fog,low,40,medium,distraction,minor,2,1,Non Peak Hour,No Festival,0.45,2,Q2
14106,Pune,Maharashtra,18.435484,73.81306,2023-09-11,15:00,15,Monday,Weekday,urban,6,0,clear,high,18,low,poor road,major,4,4,Non Peak Hour,No Festival,0.1,16,Q1
14107,Hyderabad,Telangana,17.38233,78.27968,2024-05-27,21:00,21,Monday,Weekday,rural,5,0,rain,low,17,high,weather,minor,3,1,Non Peak Hour,No Festival,0.65,3,Q4
14108,Hyderabad,Telangana,17.229082,78.361145,2024-03-18,3:00,3,Monday,Weekday,urban,1,0,clear,high,19,low,distraction,minor,5,2,Non Peak Hour,No Festival,0.1,10,Q1
14109,Chandigarh,Punjab,30.605988,76.727646,2022-01-01,18:00,18,Saturday,Weekend,rural,1,1,fog,low,17,high,overspeeding,major,1,1,Peak Hour,No Festival,0.8,1,Q4
14110,Chandigarh,Punjab,30.683,76.753044,2023-07-16,4:00,4,Sunday,Weekend,rural,6,1,fog,low,15,medium,distraction,fatal,3,3,Non Peak Hour,No Festival,0.65,9,Q4
14111,Kolkata,West Bengal,22.692965,88.297356,2023-11-28,8:00,8,Tuesday,Weekday,rural,1,1,clear,high,32,medium,distraction,major,3,0,Peak Hour,No Festival,0.25,0,Q1
14112,Mumbai,Maharashtra,19.00309,72.82401,2024-04-10,16:00,16,Wednesday,Weekday,highway,6,1,rain,low,33,high,distraction,minor,2,0,Non Peak Hour,Eid,0.75,0,Q4
14113,Delhi,Delhi,28.64781,77.26148,2024-01-24,19:00,19,Wednesday,Weekday,rural,1,0,clear,high,40,high,drunk driving,major,5,2,Peak Hour,No Festival,0.45,10,Q2
14114,Kolkata,West Bengal,22.625954,88.255745,2024-04-20,22:00,22,Saturday,Weekend,urban,3,1,clear,high,37,medium,distraction,major,2,0,Non Peak Hour,No Festival,0.1,0,Q1
14115,Mumbai,Maharashtra,19.149918,72.89885,2023-01-28,21:00,21,Saturday,Weekend,rural,5,1,clear,high,30,high,distraction,major,3,2,Non Peak Hour,No Festival,0.3,6,Q2
14116,Hyderabad,Telangana,17.233833,78.258446,2022-03-01,14:00,14,Tuesday,Weekday,highway,1,0,clear,high,28,medium,drunk driving,minor,3,3,Non Peak Hour,No Festival,0.1,9,Q1
14117,Delhi,Delhi,28.62624,76.88457,2023-07-07,19:00,19,Friday,Weekday,urban,6,1,clear,high,34,high,poor road,minor,2,0,Peak Hour,No Festival,0.45,0,Q2
14118,Kolkata,West Bengal,22.597584,88.44174,2024-04-27,18:00,18,Saturday,Weekend,urban,3,1,fog,low,18,medium,poor road,major,3,3,Peak Hour,No Festival,0.6,9,Q3
14119,Pune,Maharashtra,18.562206,73.81983,2023-11-16,14:00,14,Thursday,Weekday,rural,4,1,rain,medium,40,low,drunk driving,minor,5,1,Non Peak Hour,No Festival,0.25,5,Q1
14120,Pune,Maharashtra,18.589155,73.978516,2022-07-11,13:00,13,Monday,Weekday,highway,1,0,fog,low,34,low,drunk driving,fatal,1,1,Non Peak Hour,No Festival,0.65,1,Q4
14121,Delhi,Delhi,28.66169,77.14381,2022-06-15,9:00,9,Wednesday,Weekday,urban,1,1,fog,low,36,medium,poor road,major,1,1,Peak Hour,No Festival,0.6,1,Q3
14122,Mumbai,Maharashtra,19.280405,72.986855,2022-04-11,14:00,14,Monday,Weekday,rural,6,0,fog,low,17,low,weather,major,2,0,Non Peak Hour,No Festival,0.45,0,Q2
14123,Pune,Maharashtra,18.422352,73.900085,2023-07-09,11:00,11,Sunday,Weekend,urban,1,1,rain,low,36,medium,drunk driving,major,1,1,Non Peak Hour,No Festival,0.45,1,Q2
14124,Hyderabad,Telangana,17.4571,78.423454,2024-11-24,3:00,3,Sunday,Weekend,highway,1,0,clear,high,36,medium,poor road,major,5,0,Non Peak Hour,No Festival,0.1,0,Q1
14125,Mumbai,Maharashtra,18.91634,72.99453,2022-06-19,14:00,14,Sunday,Weekend,rural,4,1,fog,low,32,high,overspeeding,fatal,3,3,Non Peak Hour,No Festival,0.85,9,Q4
